Gene,Tier,Homo_sapiens,Macaca_mulatta,Mus_musculus,Rattus_norvegicus,Ailuropoda_melanoleuca,Aotus_nancymaae,Bos_taurus,Callithrix_jacchus,Camelus_dromedarius,Canis_lupus_familiaris,Capra_hircus,Cavia_porcellus,Ceratotherium_simum_simum,Cercocebus_atys,Chinchilla_lanigera,Chlorocebus_sabaeus,Chrysochloris_asiatica,Condylura_cristata,Cricetulus_griseus,Dasypus_novemcinctus,Dipodomys_ordii,Echinops_telfairi,Elephantulus_edwardii,Eptesicus_fuscus,Equus_caballus,Erinaceus_europaeus,Felis_catus,Galeopterus_variegatus,Gorilla_gorilla_gorilla,Heterocephalus_glaber,Ictidomys_tridecemlineatus,Jaculus_jaculus,Loxodonta_africana,Macaca_fascicularis,Macaca_nemestrina,Mandrillus_leucophaeus,Manis_javanica,Mesocricetus_auratus,Microcebus_murinus,Microtus_ochrogaster,Miniopterus_natalensis,Monodelphis_domestica,Mustela_putorius_furo,Nannospalax_galili,Nomascus_leucogenys,Ochotona_princeps,Octodon_degus,Odobenus_rosmarus_divergens,Orcinus_orca,Oryctolagus_cuniculus,Otolemur_garnettii,Ovis_aries,Pan_paniscus,Pan_troglodytes,Papio_anubis,Pongo_abelii,Propithecus_coquereli,Pteropus_vampyrus,Rhinopithecus_roxellana,Rousettus_aegyptiacus,Saimiri_boliviensis_boliviensis,Sorex_araneus,Sus_scrofa,Trichechus_manatus_latirostris,Tupaia_chinensis,Tursiops_truncatus
NPY,4,NM_000905,nm_001032814.1,nm_023456.3,xm_003749745.4,xm_002912869.3,xm_012447737.1,nm_001014845.3,xm_002751482.3,xm_010987192.1,xm_005628637.2,xm_018047067.1,xm_003467894.3,xm_004418915.2,xm_012081480.1,xm_005377419.2,xm_007981870.1,xm_006832208.1,xm_004676779.2,xm_003498558.1,xm_004447551.2,xm_013024423.1,xm_013004674.1,xm_006880303.1,xm_008148033.1,xm_001498508.4,xm_007529048.2,xm_019825605.1,xm_008563557.1,xm_004045187.2,xm_004839545.2,xm_005319120.1,xm_004652807.1,xm_003407076.2,xm_005549975.2,xm_011731177.1,xm_011970578.1,xm_017658946.1,xm_005087185.2,xm_012773325.1,xm_005366621.1,xm_016216987.1,xm_007505354.2,xm_004743317.2,xm_008841484.2,xm_003270411.3,xm_004582439.2,xm_004626468.1,xm_004397341.2,xm_004265637.1,nm_001160286.1,xm_003788509.1,nm_001009452.1,xm_003807930.2,xm_001159094.4,xm_003896193.2,xm_002818138.3,xm_012640701.1,xm_011387130.1,xm_010368561.1,xm_016159593.1,xm_003935132.2,xm_004604075.1,nm_001256367.1,xm_004377461.1,xm_006162411.2,xm_019926756.1
NR2F1,Alcohol,NM_005654,xm_015140413.1,nm_010151.3,nm_031130.1,xm_019808765.1,xm_012477609.1,nm_175804.2,xm_017969787.1,xm_010987661.1,xm_014112223.1,xm_018050041.1,xm_013143247.1,xm_004420369.1,xm_012089038.1,xm_005382270.2,xm_007978456.1,xm_006867871.1,xm_004678137.2,xm_016980343.1,xm_004470637.2,xm_013022021.1,xm_004703485.2,xm_006885361.1,xm_008162026.1,xm_014730399.1,xm_007531657.2,xm_019836924.1,xm_008576692.1,xm_019028133.1,xm_013071099.1,xm_013358981.1,xm_004651619.2,xm_010589457.1,xm_005557364.2,xm_011758736.1,xm_011989455.1,xm_017651796.1,xm_005065699.2,xm_012751804.2,xm_005356540.2,xm_016216191.1,xm_003340630.3,xm_013044505.1,xm_008829342.2,xm_012505547.1,xm_012927272.1,xm_004625439.1,xm_004414676.2,xm_004263533.2,xm_017344594.1,xm_012802813.1,xm_012179315.2,xm_014344844.1,xm_517657.6,xm_003899920.3,xm_009240902.1,xm_012644783.1,xm_011378022.1,xm_010371422.1,xm_016164966.1,xm_003920757.2,xm_004613101.2,xm_003354213.3,xm_004375025.1,xm_006164517.1,xm_019929703.1
NR3C1,1,NM_000176,xm_015141112.1,xm_006525665.3,xm_008772065.2,xm_019795166.1,xm_012460369.1,xm_005209528.3,xm_008986391.1,xm_010982170.1,xm_005617335.2,xm_018050198.1,xm_013140809.1,xm_014794918.1,xm_012090636.1,xm_005380694.2,xm_008014820.1,xm_006873266.1,xm_004686838.2,xm_016975585.1,xm_012523002.1,xm_013020387.1,xm_004696693.2,xm_006891113.1,xm_008140888.1,xm_005599142.2,xm_016186381.1,xm_003980936.4,xm_008593132.1,xm_004042745.2,xm_013075729.1,xm_005324221.2,xm_004664709.1,xm_003404576.2,xm_005558110.2,xm_011716173.1,xm_011994157.1,xm_017645115.1,xm_013112728.1,xm_012748915.1,xm_013349510.1,xm_016212529.1,xm_001368946.3,xm_004744720.2,xm_017801065.1,xm_003266560.1,xm_004586513.2,xm_012517513.1,xm_004413504.2,xm_004280216.2,xm_008254832.2,xm_012808729.1,xm_012177591.1,xm_003829096.3,xm_001155176.4,xm_003900290.3,xm_009241140.1,xm_012645780.1,xm_011367456.1,xm_010388282.1,xm_016126564.1,xm_003920554.2,xm_004611095.2,xm_005652952.2,xm_004381137.2,xm_014586400.1,xm_019924627.1
NR4A1,1,NM_001202233,xm_002798588.2,xm_017316436.1,xm_017595130.1,xm_019802081.1,xm_012450244.1,xm_005206220.3,xm_009003833.2,xm_010993392.1,xm_014108246.1,xm_018047734.1,xm_013159324.1,xm_014786478.1,xm_012048206.1,xm_005411925.2,xm_008003312.1,xm_006870018.1,xm_012732504.1,xm_007616291.2,xm_004460939.2,xm_013018865.1,xm_004711367.1,xm_006883849.1,xm_008140701.1,xm_014740987.1,xm_007518234.2,xm_006933716.2,xm_008566132.1,xm_004053157.2,xm_004862915.2,xm_013358495.1,xm_004649851.1,xm_010596752.1,xm_005570908.2,xm_011728906.1,xm_012002336.1,xm_017662144.1,xm_005067267.2,xm_012762899.2,xm_005353861.1,xm_016201316.1,xm_007494185.2,xm_004774704.2,xm_008839997.2,xm_003252116.3,xm_004583201.1,xm_004637842.1,xm_012562525.1,xm_012534608.1,xm_017341878.1,xm_003790398.2,xm_012176030.2,xm_008956455.2,xm_003313691.3,xm_017945887.1,xm_009247735.1,xm_012653752.1,xm_011382347.1,xm_010373991.1,xm_016142659.1,xm_010349836.1,xm_004601491.1,xm_013990552.1,xm_004388353.1,xm_006163158.2,xm_019947153.1
NR4A3,3,NM_006981,xm_002800032.2,nm_015743.3,xm_008763703.2,xm_019794910.1,xm_012437552.1,xm_005199247.3,xm_009000203.1,xm_010977485.1,xm_005626866.2,xm_018052239.1,xm_003470726.3,xm_004423250.2,xm_012075823.1,xm_005382819.1,xm_007968593.1,xm_006863151.1,xm_012721240.1,xm_007646621.2,xm_004457489.2,xm_013023240.1,xm_013006816.1,xm_006886971.1,xm_008142133.1,xm_005601494.2,xm_007525543.2,xm_019815541.1,xm_008580520.1,xm_019033091.1,xm_004864935.1,xm_013359036.1,xm_004656958.2,xm_010587801.1,xm_005581200.2,xm_011740180.1,xm_011965213.1,xm_017664279.1,xm_005078723.2,xm_012769002.1,xm_005362160.2,xm_016225029.1,xm_016424088.1,xm_013053811.1,xm_008851895.2,xm_012500749.1,xm_004580956.1,xm_004645224.2,xm_004392339.1,xm_004271479.1,xm_017349404.1,xm_003785168.1,xm_012120268.1,xm_008974100.1,xm_003951483.3,xm_003911446.3,xm_002820034.2,xm_012638282.1,xm_011366251.1,xm_010374126.1,xm_016162622.1,xm_010350834.1,xm_004600434.1,xm_013993694.1,xm_004372363.2,xm_006165049.2,xm_019949135.1
NRGN,4,NM_001126181,xm_015115926.1,nm_022029.2,nm_024140.2,xm_002923986.3,xm_012470214.1,nm_001113313.2,xm_017978440.1,,xm_536537.5,,xm_005004931.2,xm_004438418.2,xm_012053234.1,xm_005378442.2,xm_008021339.1,xm_006867651.1,,xm_007626548.2,,xm_013009568.1,,xm_006892802.1,xm_008142581.1,xm_001502149.4,xm_007520658.2,xm_003992528.4,,xm_019036937.1,xm_004874462.2,xm_005339523.1,xm_004670606.1,,xm_005580030.2,xm_011732064.1,xm_012001675.1,xm_017679497.1,xm_005069338.2,xm_012752519.2,xm_005347053.2,,xm_007495057.2,,xm_008835097.2,xm_012495943.1,xm_004597678.2,xm_004641378.1,xm_004413699.1,xm_004280703.2,xm_002708741.3,xm_012809603.1,,xm_008973533.1,xm_009424427.2,xm_003910891.2,xm_009247204.1,xm_012660781.1,xm_011367149.1,,xm_016124931.1,xm_003923557.2,xm_012931970.1,xm_003482637.3,xm_004379366.1,xm_006140626.1,xm_004321229.2
NRP1,Alcohol,NM_001024628,xm_015146733.1,nm_008737.2,xm_006255827.3,xm_002923752.3,xm_012445652.1,xm_010811133.2,xm_002750156.3,xm_010993685.1,xm_535142.5,xm_018057071.1,xm_005003201.2,xm_004425239.2,xm_012084799.1,xm_005398148.2,xm_008002760.1,xm_006871254.1,xm_004691168.2,xm_016969052.1,xm_004476153.1,xm_013009238.1,xm_004702292.1,xm_006888946.1,xm_008156280.1,xm_001915381.3,xm_016188524.1,xm_003988215.4,xm_008578613.1,xm_004049248.2,xm_004861881.2,xm_005330824.1,xm_004659782.1,xm_003420718.2,xm_005564938.2,xm_011738248.1,xm_011993301.1,xm_017677043.1,xm_013123084.1,xm_012776511.2,xm_005345926.2,xm_016197163.1,xm_001366470.4,xm_004774283.2,xm_008847588.2,xm_003276019.3,xm_004588418.1,xm_004641852.1,xm_004401826.2,xm_004275915.2,xm_008274740.2,xm_003786717.2,xm_015099444.1,xm_008967624.2,xm_507736.5,xm_003903537.3,xm_009245255.1,xm_012642189.1,xm_011376320.1,xm_010364435.1,xm_016123349.1,xm_010349046.1,xm_004605395.1,xm_013980287.1,xm_004387872.1,xm_014591504.1,xm_019933362.1
NSF,2,NM_006178,xm_015119962.1,nm_008740.4,nm_021748.1,xm_019809479.1,xm_012443810.1,nm_001304614.1,xm_008996832.2,xm_010981757.1,xm_548044.5,xm_018065277.1,xm_005001966.2,xm_004432596.2,xm_012059953.1,xm_005402272.2,xm_008012238.1,xm_006833530.1,xm_004684065.2,xm_007608016.1,xm_004480564.1,xm_013033300.1,xm_004707240.1,xm_006897816.1,xm_008149570.1,xm_001917185.4,xm_007529655.2,xm_011289274.2,xm_008581426.1,xm_019026265.1,nm_001310283.1,xm_005328151.1,xm_004655646.1,xm_003414511.2,xm_005584555.2,xm_011718385.1,xm_012001929.1,xm_017647538.1,xm_005070056.2,xm_012751065.1,xm_005369388.1,xm_016203910.1,xm_007482501.1,xm_004772448.1,xm_008821914.1,xm_003270706.2,xm_012930372.1,xm_012514469.1,xm_004411106.1,xm_004275690.2,xm_002719197.3,xm_003786233.1,xm_004013003.3,xm_003804810.2,xm_511626.5,xm_009190902.1,nm_001133578.1,xm_012655230.1,xm_011377095.1,xm_010389038.1,xm_016139824.1,xm_003943589.2,xm_004618022.1,nm_001244560.1,xm_004374265.1,xm_014591835.1,xm_019944421.1
NSMAF,Alcohol,NM_001144772,xm_015145398.1,nm_010945.2,xm_008763544.2,xm_019798675.1,xm_012463736.1,xm_005194506.3,xm_008982687.2,xm_010989666.1,xm_014109189.1,xm_018058481.1,xm_013146601.1,xm_014791521.1,xm_012091942.1,xm_013520109.1,xm_008000706.1,xm_006876960.1,xm_012722913.1,xm_007634476.2,xm_004484336.1,xm_013009266.1,xm_004697575.2,xm_006899230.1,xm_008143414.1,nm_001301319.1,xm_007526733.2,xm_019822574.1,xm_008564073.1,xm_019031951.1,xm_013071265.1,xm_005322980.2,xm_004653464.1,xm_010588314.1,xm_005563377.2,xm_011742266.1,xm_011982192.1,xm_017648901.1,xm_013110903.1,xm_012746587.2,xm_013351803.1,xm_016207723.1,xm_007487088.2,xm_004768788.2,xm_008832095.1,xm_003256011.3,xm_004580782.2,xm_012515207.1,xm_004398771.2,xm_004274989.2,xm_008255557.2,xm_012807538.1,xm_015097660.1,xm_008975464.2,xm_009455426.2,xm_009213075.2,xm_009243829.1,xm_012661384.1,xm_011359185.1,xm_010386794.1,xm_016165655.1,xm_010346072.1,xm_004602593.1,xm_005663082.2,xm_004372571.1,xm_014589925.1,xm_019925293.1
NTRK2,2,NM_001007097,xm_015117988.1,xm_006517152.3,nm_001163168.2,xm_011219454.2,xm_012472141.1,xm_005210377.3,xm_017972524.1,xm_010993483.1,xm_541264.5,xm_018052436.1,xm_013158268.1,xm_004440800.2,xm_012056867.1,xm_005387931.2,xm_007969628.1,xm_006875883.1,xm_004677527.2,xm_007623229.1,xm_012519162.1,xm_013031083.1,xm_004715970.2,xm_006902205.1,xm_008142025.1,xm_003363987.3,xm_007533291.2,xm_003995447.4,xm_008575756.1,xm_019033788.1,xm_004862446.2,xm_005337429.2,xm_004667010.1,xm_010587485.1,xm_005582051.2,xm_011771081.1,xm_011982736.1,xm_017665773.1,xm_005078416.2,xm_020289252.1,xm_005355303.2,xm_016223028.1,xm_007498893.2,xm_013046650.1,xm_008849411.1,xm_012500754.1,xm_004581120.2,xm_004639388.1,xm_004407592.2,xm_004285361.2,xm_008274914.2,xm_012813035.1,xm_004004103.3,xm_008961373.1,xm_016961053.1,xm_009189040.2,xm_009244556.1,xm_012640057.1,xm_011372081.1,xm_010378082.1,xm_016130224.1,xm_010351857.1,xm_004600103.1,xm_013980142.1,xm_012556958.1,xm_006168991.2,xm_019940381.1
NUDT4,Alcohol,NM_001301022,xm_015152398.1,xm_006514116.2,xm_006241282.3,xm_011228167.2,xm_012469338.1,xm_005206121.3,xm_002752889.4,xm_010989942.1,xm_005629222.2,xm_005680075.3,xm_013159393.1,xm_004417952.2,xm_012032902.1,xm_013518296.1,xm_008004242.1,xm_006871788.1,xm_004675814.2,xm_007624395.2,xm_004446745.2,xm_013021113.1,xm_004700395.1,xm_006898484.1,xm_008143763.1,xm_005606503.2,xm_007523200.2,xm_006933953.3,xm_008589897.1,xm_004053674.2,xm_004844969.2,xm_013358228.1,xm_012950285.1,xm_003405258.2,xm_015430658.1,xm_011744705.1,xm_011993176.1,xm_017673896.1,xm_013113690.1,xm_012775259.2,xm_005358137.2,xm_016215280.1,xm_001369461.3,xm_004748548.2,xm_008823784.2,xm_012500082.1,xm_004583099.2,xm_004623789.1,xm_004400283.1,xm_012532927.1,xm_008256878.2,xm_003783354.2,xm_015094598.1,xm_003816873.2,xm_009425993.2,xm_003906953.3,xm_009248099.1,xm_012664037.1,xm_011361774.1,xm_010383934.1,xm_016157626.1,xm_003927884.2,xm_004602740.1,xm_005664263.1,xm_012557782.1,xm_006154830.2,xm_019940886.1
OLFM1,1,NM_001282611,xm_015116396.1,nm_019498.2,nm_053573.1,xm_011226828.2,xm_012445125.1,xm_005213513.1,xm_017963474.1,xm_010993502.1,xm_014116871.1,xm_018056195.1,xm_003470888.3,xm_004423635.2,xm_012048953.1,xm_005415081.2,xm_008005720.1,xm_006863705.1,xm_012721179.1,xm_007620399.1,xm_004467337.1,xm_013029321.1,xm_004714442.1,xm_006902377.1,xm_008152478.1,xm_003364081.3,xm_007521417.2,xm_003996031.4,xm_008594617.1,xm_004048839.2,xm_004849003.2,xm_013363586.1,xm_004654067.2,xm_010602003.1,xm_015436232.1,xm_011724695.1,xm_011985044.1,xm_017646009.1,xm_005085408.2,xm_012782108.2,xm_005346202.1,xm_016211045.1,xm_001365914.4,xm_004756981.2,xm_008843929.1,xm_003279628.2,xm_004593444.2,xm_004640417.1,xm_004410723.2,xm_004285015.2,xm_017340330.1,xm_003794865.1,xm_012160309.2,xm_014346342.1,xm_016962045.1,xm_003911115.2,xm_002820364.3,xm_012639833.1,xm_011376250.1,xm_010372760.1,xm_016128796.1,xm_010352201.1,xm_004613259.2,xm_013988968.1,xm_004388659.1,xm_006165264.1,xm_019937601.1
OPRD1,Opiods,NM_000911,xm_001113252.3,nm_013622.3,nm_012617.1,xm_011229472.1,xm_012440007.1,nm_001191148.1,xm_002750522.4,xm_010981688.1,xm_544455.5,xm_018057063.1,xm_003471096.3,xm_004425847.1,xm_012079842.1,xm_005394969.2,xm_007979749.1,xm_006862209.1,xm_004678699.2,xm_003498350.1,xm_012524134.1,xm_013032147.1,xm_004705049.1,xm_006894917.1,xm_008147978.1,xm_014737235.1,xm_007522438.1,xm_003989776.3,xm_008568692.1,xm_004025316.2,xm_004850778.1,xm_005317702.2,xm_012951873.1,xm_003415273.2,xm_005544217.2,xm_011763117.1,xm_011981764.1,xm_017669718.1,xm_005079535.2,xm_012750835.1,xm_005353137.1,xm_016219218.1,xm_007491486.1,xm_004741003.2,xm_008847939.1,xm_012498336.1,xm_004591661.1,xm_004642896.1,xm_004394640.1,xm_004266575.1,xm_002716071.3,xm_003800767.1,xm_012157025.2,xm_003828102.3,xm_513259.5,xm_003891456.3,xm_002811158.1,xm_012645931.1,xm_011357761.1,xm_010380330.1,xm_016132144.1,xm_003937630.2,xm_004603524.1,xm_003356260.4,xm_004377022.1,xm_006164601.1,xm_019937728.1
OPRK1,3,NM_000912,nm_001321098.1,nm_001204371.1,nm_001318742.1,xm_002928871.3,xm_012442951.1,nm_001046480.3,xm_002758894.3,xm_010989545.1,xm_544080.5,nm_001314237.1,nm_001172990.1,xm_004435697.2,xm_012073800.1,xm_005396062.2,xm_008000627.1,xm_006871858.1,xm_012723102.1,xm_007627888.1,xm_004479846.1,xm_013009281.1,xm_004697554.1,xm_006900525.1,xm_008143349.1,xm_014728019.1,xm_016185132.1,xm_003999811.3,xm_008582980.1,xm_004047004.2,xm_004837515.2,xm_005322903.1,xm_004653361.2,xm_003408315.2,xm_005563313.2,xm_011710454.1,xm_011998115.1,xm_017679198.1,xm_013125550.1,xm_020288792.1,xm_013351775.1,xm_016207720.1,xm_001368727.3,xm_004768824.2,xm_008844425.1,xm_003255955.3,xm_004580789.1,xm_004633376.2,xm_004416041.2,xm_004275020.2,xm_008255523.2,xm_003793725.1,xm_004011957.3,xm_003823252.2,xm_009455386.2,xm_003902751.2,xm_002819080.2,xm_012661400.1,xm_011359153.1,xm_010367727.1,xm_016128929.1,xm_003940853.2,xm_004602337.1,xm_003355059.4,xm_004375606.1,xm_006140344.2,xm_019925440.1
OPRM1,Opiods,NM_000914,xm_015137064.1,nm_001302793.1,nm_001304740.1,xm_011217052.1,xm_012451982.1,nm_174408.2,xm_017971499.1,xm_010994022.1,nm_001314122.1,xm_005684928.3,nm_001172738.2,xm_014795480.1,xm_012066722.1,xm_005390563.2,xm_008007641.1,xm_006868444.1,xm_004673945.2,xm_016976750.1,xm_012519386.1,xm_013026982.1,xm_004701939.1,xm_006882749.1,xm_008154677.1,xm_014738201.1,xm_007516131.2,xm_019831412.1,xm_008582981.1,xm_019029782.1,nm_001267590.1,xm_005321386.1,xm_004651114.1,xm_010588919.1,xm_015448824.1,xm_011736267.1,xm_011970805.1,xm_017641803.1,xm_005065903.2,xm_020287281.1,xm_005363418.1,xm_016200669.1,xm_001381274.3,xm_004778185.1,xm_008854729.1,xm_003255906.2,xm_012929893.1,xm_004628495.2,xm_004412848.2,xm_004263698.2,xm_017345438.1,xm_003797863.2,xm_004011420.2,xm_008963883.1,xm_016954732.1,xm_003898008.3,xm_002817504.3,xm_012646796.1,xm_011362711.1,xm_010357556.1,xm_016156331.1,xm_010344269.1,xm_004600783.1,nm_001001538.1,xm_004368814.1,xm_006139989.2,xm_004315352.2
OSBPL1A,1,NM_001242508,xm_015121690.1,xm_006526143.3,nm_172023.1,xm_019796540.1,xm_012445007.1,xm_015469103.1,xm_002757125.4,xm_010977052.1,xm_005623001.2,xm_018039468.1,xm_013157122.1,xm_004420994.2,xm_012056113.1,xm_005372717.2,xm_007974417.1,xm_006835025.1,xm_012725894.1,xm_007647167.2,xm_004465124.2,xm_013014929.1,xm_004702913.2,xm_006895041.1,xm_008148371.1,xm_014727652.1,xm_016193987.1,xm_003995075.3,xm_008593612.1,xm_019013908.1,xm_013075259.1,xm_013360217.1,xm_004654838.2,xm_003406354.2,xm_005587011.2,xm_011713491.1,xm_011988066.1,xm_017646834.1,xm_013124152.1,xm_012745969.2,xm_005355774.2,xm_016195908.1,xm_016431659.1,xm_013051261.1,xm_008847619.2,xm_012506332.1,xm_004579596.1,xm_004635804.1,xm_004413717.2,xm_012534455.1,xm_002713458.3,xm_012802073.1,xm_004020467.3,xm_008955741.2,xm_016933470.1,xm_017951634.1,nm_001133772.1,xm_012641750.1,xm_011360426.1,xm_010383217.1,xm_016119386.1,xm_010335492.1,xm_004606023.2,xm_013999263.1,xm_004387940.1,xm_006163672.2,xm_019930493.1
PAM,Alcohol,NM_000919,xm_015140496.1,xm_017319282.1,xm_017596286.1,xm_019803618.1,xm_012459854.1,xm_005209762.3,xm_002744736.3,xm_010996605.1,xm_536289.5,xm_018049999.1,xm_013145532.1,xm_004420337.2,xm_012039993.1,xm_013512971.1,xm_008014050.1,xm_006872314.1,xm_012721812.1,xm_007646259.2,xm_004477211.1,xm_013022047.1,xm_004706594.1,xm_006900674.1,xm_008144507.1,nm_001081767.1,xm_007526804.2,xm_006927871.2,xm_008576449.1,xm_019027793.1,xm_004841736.2,xm_005326130.2,xm_004652489.1,xm_010589660.1,xm_015451728.1,xm_011723410.1,xm_012001518.1,xm_017651440.1,xm_013118461.1,xm_012773490.2,xm_013351603.1,xm_016221968.1,xm_007486228.2,xm_004769261.2,xm_008838036.2,xm_012505473.1,xm_012927315.1,xm_004625468.1,xm_004393769.2,xm_012537294.1,xm_008261971.2,xm_003788932.1,xm_015096217.1,xm_014344965.1,xm_016953561.1,xm_017959371.1,xm_002815767.3,xm_012641055.1,xm_011378514.1,xm_010372114.1,xm_016141419.1,xm_003920719.2,xm_004618616.1,xm_013987567.1,xm_004375052.1,xm_014589171.1,xm_019940759.1
PARP4,Alcohol,NM_006437,xm_015120768.1,nm_001145978.2,xm_006221945.3,xm_011232892.2,xm_012441892.1,xm_867149.8,xm_017972981.1,xm_010988721.1,xm_005635381.2,xm_018056522.1,xm_003464410.3,xm_014791186.1,xm_012084895.1,xm_013514867.1,xm_008021753.1,xm_006832059.1,xm_004680362.2,xm_007611427.2,xm_012531205.1,xm_013010523.1,xm_004715406.1,xm_006879618.1,xm_008158171.1,xm_005601078.2,xm_016190746.1,xm_011282022.2,xm_008569095.1,xm_019039494.1,xm_004854895.2,xm_005338634.2,,xm_010593913.1,xm_015439005.1,xm_011755658.1,xm_011999941.1,,xm_013117238.1,xm_020290283.1,xm_013349240.1,xm_016203563.1,xm_007495471.2,xm_013048816.1,xm_017795907.1,xm_012506689.1,xm_012926772.1,xm_004648631.1,xm_004401372.1,,xm_017343480.1,xm_012809505.1,xm_012184734.2,xm_014347394.1,xm_001153521.4,xm_003913681.3,nm_001132455.1,xm_012641671.1,xm_011375489.1,xm_010360191.1,xm_016130736.1,,xm_012931816.1,xm_013980703.1,xm_004389875.1,xm_014587143.1,
PC,Alcohol,NM_000920,nm_001261584.1,nm_001162946.1,xm_006230691.3,xm_011235477.2,xm_012436940.1,xm_005226987.3,xm_009008538.2,xm_010998154.1,xm_540825.5,xm_018043135.1,xm_005003020.2,xm_014793056.1,xm_012041508.1,xm_005384367.2,xm_007970127.1,xm_006860867.1,xm_004682580.2,xm_007650775.2,xm_004481575.2,xm_013020888.1,xm_004713572.1,xm_006893270.1,xm_008146885.1,xm_014729720.1,xm_007518652.2,xm_019812718.1,xm_008589992.1,xm_004051613.2,xm_004852269.2,xm_005333362.2,xm_004656741.2,xm_010599155.1,xm_005577112.2,xm_011720992.1,xm_011986965.1,xm_017664825.1,xm_005064058.2,xm_012757597.2,xm_005351675.1,xm_016208343.1,xm_001364491.3,xm_004759460.2,xm_008822868.1,xm_012509722.1,xm_004598196.1,xm_004627170.2,xm_004393858.1,xm_004277991.1,xm_017346968.1,xm_012810497.1,xm_015103206.1,xm_003828701.3,xm_016921318.1,xm_003909496.3,xm_009246096.1,xm_012665617.1,xm_011368945.1,xm_010366380.1,xm_016132615.1,xm_003941214.2,xm_004618461.2,nm_214349.1,xm_004383674.2,xm_014585310.1,xm_019937508.1
PCP4,1,NM_006198,,nm_008791.3,nm_013002.4,xm_002929170.3,xm_012445145.1,nm_001078136.1,xm_002761434.3,,xm_848266.3,xm_005675627.3,xm_003463908.3,xm_004429617.2,xm_012037306.1,xm_005375850.2,xm_007968456.1,xm_006870836.1,,xm_016975706.1,xm_012527872.1,xm_013027373.1,,,xm_008145784.1,xm_005606157.2,xm_016193656.1,xm_006935852.3,,xm_004062827.2,xm_004842478.1,xm_005323473.1,xm_012947919.1,,xm_005548657.2,xm_011726007.1,xm_011984180.1,xm_017655257.1,xm_005073786.2,xm_020284741.1,xm_005370131.1,xm_016220912.1,xm_007493076.2,,xm_008826923.2,xm_003280257.1,xm_012929508.1,xm_012514873.1,xm_004411356.2,,xm_017339526.1,xm_003798065.2,,xm_003823909.3,xm_531603.5,xm_003895472.2,xm_002830690.3,xm_012640085.1,xm_011375312.1,xm_010368697.1,xm_016121759.1,xm_003927597.1,,,,xm_006158169.1,xm_004315362.2
PCSK2,1,NM_001201528,nm_001266025.1,nm_008792.4,nm_012746.1,xm_011232107.2,xm_012474808.1,xm_005214325.3,xm_002747466.2,xm_010986068.1,xm_003433184.3,xm_018056853.1,xm_013159598.1,xm_004433731.2,xm_012052015.1,xm_005380904.1,xm_007960726.1,xm_006860627.1,xm_004686939.2,xm_007616704.1,xm_004472399.1,xm_013027061.1,xm_004697816.1,xm_006902082.1,xm_008141110.1,xm_001491591.5,xm_007525724.2,xm_003983799.4,xm_008588485.1,xm_004061834.2,xm_004840850.2,xm_013356426.1,xm_004668723.1,xm_003411418.2,xm_005568299.2,xm_011749943.1,xm_011979467.1,xm_017654831.1,xm_013112308.1,xm_012759525.2,xm_005365519.1,xm_016212025.1,xm_001382075.3,xm_013057037.1,xm_008850267.1,xm_003268203.3,xm_004598172.2,xm_004635605.2,xm_004412296.1,xm_004270393.1,xm_002710961.3,xm_012812406.1,xm_004014283.3,xm_003810593.1,xm_001138346.5,xm_003905097.2,xm_009233318.1,xm_012640436.1,xm_011371282.1,xm_010381469.1,xm_016164894.1,xm_003933180.2,xm_004610910.1,nm_001004044.1,xm_004376450.2,xm_006143648.2,xm_019927595.1
PDIA3,4,NM_005313,nm_001195716.1,nm_007952.2,nm_017319.1,xm_002913178.3,xm_012442149.1,nm_174333.3,xm_002753385.3,xm_010994931.1,xm_535453.5,nm_001285732.1,xm_003475726.3,xm_004421496.2,xm_012065113.1,xm_013512559.1,xm_008016820.1,xm_006831712.1,xm_012728539.1,nm_001246774.1,xm_004466745.2,xm_013010178.1,xm_004709391.2,xm_006882960.1,xm_008143067.1,xm_001502988.4,xm_007533407.2,xm_003987221.3,xm_008582534.1,xm_019010473.1,xm_013078369.1,xm_005316493.2,xm_012948809.1,xm_003420116.2,xm_005559378.2,xm_011757672.1,xm_011993844.1,xm_017671266.1,xm_013112284.1,xm_012766658.2,xm_005364341.2,xm_016211533.1,xm_001365773.4,xm_004751272.1,xm_008848990.2,xm_003266813.3,xm_012927976.1,xm_004623355.2,xm_004411419.1,xm_004273922.2,nm_001171315.1,xm_003791774.2,nm_001163045.1,xm_003814950.2,nm_001246452.1,nm_001168966.1,nm_001133778.1,xm_012649321.1,xm_011355016.1,xm_010385248.1,xm_016145002.1,xm_010339647.1,xm_004609615.2,nm_001195112.1,xm_004380692.2,xm_006162871.2,xm_004323377.2
